Toil_alone; Alfa_alone; Toil_6min; Alfa_6min; Toil_8min; Alfa_8min; Toil_10min; Alfa_10min; Toil_12min; Alfa_12min
67.4912; 10.0123; 57.0509; 3.05042; 50.4801; 1.78864; 46.4773; 1.27785; 42.9909; 0.588649
68.2913; 10.4066; 58.1814; 3.22154; 51.4364; 1.87316; 47.3293; 1.3315; 43.7531; 0.596271
69.0808; 10.811; 59.2674; 3.39497; 52.355; 1.9581; 48.1475; 1.38516; 44.4849; 0.603589
69.8599; 11.2254; 60.3111; 3.57043; 53.2375; 2.04334; 48.9335; 1.43873; 45.1878; 0.610618
70.6287; 11.6499; 61.3143; 3.74762; 54.0857; 2.12876; 49.6888; 1.49217; 45.8632; 0.617372
71.3873; 12.0845; 62.2788; 3.92627; 54.9011; 2.21424; 50.4148; 1.5454; 46.5124; 1.12082
72.1358; 12.5292; 63.2064; 4.10611; 55.6852; 2.29967; 51.1129; 1.59838; 47.1365; 1.15511
72.8745; 12.9841; 64.0988; 4.28688; 56.4394; 2.38495; 51.7844; 1.65104; 47.7367; 1.18907
73.6034; 13.4492; 64.9575; 4.46834; 57.1652; 2.47; 52.4305; 1.70335; 48.3142; 1.2227
73.5816; 13.435; 63.5977; 4.18441; 56.0297; 2.33824; 51.4269; 1.62279; 47.4226; 1.17117
72.9072; 13.0046; 61.6061; 3.80079; 54.3555; 2.15667; 49.9409; 1.51044; 46.0976; 0.619716
72.0829; 12.4972; 59.7107; 3.46842; 52.7595; 1.99672; 48.523; 1.4105; 44.8322; 0.607062
71.2351; 11.996; 57.9177; 3.18079; 51.2477; 1.85617; 47.1789; 1.32187; 43.6319; 0.595059
70.3951; 11.5192; 56.2201; 2.93049; 49.8146; 1.73209; 45.9038; 1.24295; 42.4925; 0.583665
69.57; 11.0694; 54.6118; 2.71154; 48.4553; 1.62206; 44.6934; 1.17239; 41.4102; 0.572842
68.7613; 10.6455; 53.0868; 2.51906; 47.1649; 1.52409; 43.5438; 0.672828; 40.3816; 0.562557
67.9689; 10.2459; 51.6397; 2.34908; 45.9393; 1.43652; 42.451; 0.6619; 39.4035; 0.552775
67.1925; 9.86893; 50.2658; 2.1983; 44.7743; 1.35795; 41.4118; 0.651508; 38.4727; 0.543467
66.4315; 9.51294; 48.9602; 2.06402; 43.6664; 1.28722; 40.4228; 0.641618; 37.5865; 0.534605
65.6857; 9.17649; 47.7189; 1.94395; 42.6119; 1.22333; 39.4812; 0.632201; 36.7423; 0.526163
64.9547; 8.85824; 46.5378; 1.83619; 41.6078; 0.738168; 38.5839; 0.623229; 35.9376; 0.518116
64.238; 8.55696; 45.4132; 1.73916; 40.651; 0.7286; 37.7286; 0.614675; 35.1701; 0.51044
63.5353; 8.27153; 44.3418; 1.65148; 39.7387; 0.719477; 36.9126; 0.606516; 34.4376; 0.503116
62.8463; 8.00089; 43.3204; 1.57201; 38.8684; 0.710774; 36.1338; 0.598728; 33.7382; 0.496123
62.1706; 7.74409; 42.346; 1.49977; 38.0375; 0.702465; 35.39; 0.59129; 33.0701; 0.489441
61.5079; 7.50025; 41.4158; 1.43391; 37.2438; 0.694528; 34.6792; 0.584183; 32.4314; 0.483053
60.858; 7.26853; 40.5273; 1.3737; 36.4853; 0.686943; 33.9997; 0.577387; 31.8204; 0.476944
60.2204; 7.04819; 39.6781; 1.31851; 35.7598; 0.679688; 33.3495; 0.570885; 31.2358; 0.471098
59.5949; 6.83852; 38.866; 0.83901; 35.0656; 0.672746; 32.7272; 0.564662; 30.676; 0.4655
58.9812; 6.63886; 38.0888; 0.831238; 34.401; 0.666099; 32.1311; 0.558701; 30.1397; 0.460137
59.0598; 6.66413; 39.2922; 1.29417; 35.4234; 0.676324; 33.0445; 0.567836; 30.959; 0.46833
59.7593; 6.89302; 41.124; 1.41384; 36.9815; 0.691905; 34.4375; 0.581765; 32.209; 0.48083
60.6161; 7.18414; 42.8983; 1.5403; 38.4895; 0.706985; 35.785; 0.59524; 33.4178; 0.492918
61.5066; 7.49976; 44.6008; 1.67226; 39.9354; 0.721444; 37.0764; 0.608154; 34.5758; 0.504498
62.3976; 7.82945; 46.234; 1.80946; 41.3217; 0.735307; 38.3141; 0.620531; 35.6852; 0.515592
63.2803; 8.17033; 47.8008; 1.95165; 42.6509; 1.22563; 39.5005; 0.632395; 36.7482; 0.526222
64.1523; 8.52162; 49.304; 2.09856; 43.9255; 1.30342; 40.6377; 0.643767; 37.767; 0.53641
65.0128; 8.88315; 50.7464; 2.24992; 45.148; 1.38267; 41.7282; 0.654671; 38.7436; 0.546176
65.862; 9.25492; 52.1307; 2.40542; 46.3206; 1.46321; 42.7739; 0.665129; 39.6799; 0.555539
66.6998; 9.63697; 53.4592; 2.56477; 47.4457; 1.54489; 43.7769; 0.675159; 40.5777; 0.564517
67.5264; 10.0293; 54.7345; 2.72765; 48.5253; 1.62756; 44.7391; 1.17498; 41.4389; 0.573129
68.3419; 10.4321; 55.9589; 2.89376; 49.5616; 1.71105; 45.6625; 1.22855; 42.2652; 0.581392
69.1465; 10.8453; 57.1347; 3.06279; 50.5564; 1.79524; 46.5488; 1.28227; 43.0581; 0.589321
69.9402; 11.269; 58.264; 3.23442; 51.5116; 1.87998; 47.3998; 1.33604; 43.8193; 0.596933
70.7233; 11.7032; 59.3489; 3.40836; 52.4291; 1.96513; 48.217; 1.38981; 44.5501; 0.604241
71.4959; 12.148; 60.3915; 3.58431; 53.3106; 2.05057; 49.002; 1.4435; 45.2521; 0.611261
72.2581; 12.6034; 61.3935; 3.76198; 54.1578; 2.13618; 49.7563; 1.49704; 45.9266; 0.618006
73.01; 13.0693; 62.3569; 3.94109; 54.9721; 2.22184; 50.4813; 1.55037; 46.5748; 1.1242
73.7519; 13.5459; 63.2833; 4.12138; 55.7551; 2.30744; 51.1784; 1.60344; 47.198; 1.15854
74.4837; 14.0331; 64.1745; 4.30258; 56.5083; 2.3929; 51.8489; 1.65619; 47.7973; 1.19255
75.2058; 14.531; 65.0321; 4.48446; 57.233; 2.47811; 52.494; 1.70859; 48.3739; 1.22622
75.1722; 14.5074; 63.6705; 4.19915; 56.0961; 2.34574; 51.489; 1.62766; 47.4809; 1.17448
74.4827; 14.0325; 61.6772; 3.81385; 54.4202; 2.16342; 50.0016; 1.51488; 46.1547; 0.620287
73.6433; 13.4751; 59.78; 3.48005; 52.8227; 2.00283; 48.5824; 1.41455; 44.888; 0.60762
72.7807; 12.9254; 57.9854; 3.1912; 51.3095; 1.86172; 47.2369; 1.32558; 43.6865; 0.595605
71.9261; 12.4029; 56.2863; 2.93986; 49.8751; 1.73715; 45.9606; 1.24636; 42.5459; 0.5842
71.0867; 11.9104; 54.6764; 2.72001; 48.5144; 1.6267; 44.749; 1.17555; 41.4626; 0.573366
70.264; 11.4466; 53.1499; 2.52676; 47.2228; 1.52835; 43.5982; 0.673372; 40.4329; 0.563069
69.4579; 11.0096; 51.7015; 2.3561; 45.9959; 1.44045; 42.5043; 0.662433; 39.4537; 0.553277
68.6679; 10.5976; 50.3262; 2.20473; 44.8298; 1.36159; 41.464; 0.65203; 38.522; 0.54396
67.8937; 10.2088; 49.0194; 2.06992; 43.7207; 1.2906; 40.474; 0.64213; 37.6348; 0.535088
67.1349; 9.84152; 47.7768; 1.94939; 42.6652; 1.22648; 39.5313; 0.632703; 36.7896; 0.526636
66.391; 9.49433; 46.5945; 1.84123; 41.66; 0.73869; 38.6331; 0.623721; 35.984; 0.51858
65.6617; 9.16584; 45.4688; 1.74383; 40.7022; 0.729112; 37.7768; 0.615158; 35.2156; 0.510896
64.9466; 8.8548; 44.3963; 1.65583; 39.7889; 0.719979; 36.9599; 0.606989; 34.4823; 0.503563
64.2454; 8.56005; 43.3738; 1.57607; 38.9176; 0.711265; 36.1802; 0.599192; 33.7821; 0.496561
63.5578; 8.28051; 42.3983; 1.50357; 38.0857; 0.702947; 35.4355; 0.591745; 33.1131; 0.489871
62.8833; 8.01521; 41.4672; 1.43746; 37.2912; 0.695001; 34.7239; 0.584629; 32.4736; 0.483476
62.2218; 7.76324; 40.5777; 1.37704; 36.5317; 0.687407; 34.0435; 0.577825; 31.8619; 0.477359
61.5727; 7.52376; 39.7275; 1.32166; 35.8054; 0.680144; 33.3925; 0.571315; 31.2765; 0.471505
60.936; 7.29598; 38.9145; 0.839495; 35.1103; 0.673194; 32.7694; 0.565084; 30.7159; 0.465899
60.3112; 7.07919; 38.1364; 0.831713; 34.4448; 0.666539; 32.1725; 0.559115; 30.1789; 0.460529
60.3829; 7.10374; 39.3392; 1.29711; 35.4668; 0.676758; 33.0855; 0.568245; 30.9977; 0.468717
61.0782; 7.34625; 41.1706; 1.41703; 37.0244; 0.692334; 34.478; 0.58217; 32.2473; 0.481213
61.9312; 7.6551; 42.9445; 1.54374; 38.532; 0.70741; 35.8251; 0.595641; 33.4556; 0.493296
62.8178; 7.98989; 44.6465; 1.67595; 39.9774; 0.721865; 37.1161; 0.608551; 34.6132; 0.504872
63.7048; 8.33951; 46.2792; 1.81341; 41.3632; 0.735722; 38.3533; 0.620923; 35.7221; 0.515961
64.5834; 8.70086; 47.8455; 1.95587; 42.6919; 1.22806; 39.5391; 0.632781; 36.7847; 0.526587
65.4511; 9.07311; 49.3482; 2.10305; 43.9661; 1.30598; 40.6759; 0.644149; 37.8031; 0.536771
66.3073; 9.45607; 50.7901; 2.25467; 45.1881; 1.38535; 41.7659; 0.655049; 38.7792; 0.546532
67.1521; 9.84972; 52.1738; 2.41044; 46.3602; 1.46601; 42.8111; 0.665501; 39.715; 0.55589
67.9855; 10.2541; 53.5018; 2.57005; 47.4848; 1.54781; 43.8136; 0.675526; 40.6123; 0.564863
68.8075; 10.6693; 54.7766; 2.7332; 48.5639; 1.63059; 44.7754; 1.17704; 41.4731; 0.573471
69.6184; 11.0952; 56.0004; 2.89957; 49.5996; 1.7142; 45.6983; 1.23067; 42.2989; 0.581729
70.4182; 11.5321; 57.1757; 3.06885; 50.5939; 1.79849; 46.5841; 1.28445; 43.0913; 0.589653
71.2072; 11.9799; 58.3044; 3.24074; 51.5486; 1.88334; 47.4345; 1.33829; 43.852; 0.59726
71.9854; 12.4385; 59.3888; 3.41492; 52.4656; 1.96859; 48.2512; 1.39211; 44.5824; 0.604564
72.7531; 12.9082; 60.4307; 3.59111; 53.3466; 2.05413; 49.0357; 1.44585; 45.2839; 0.611579
73.5103; 13.3888; 61.4322; 3.76902; 54.1932; 2.13983; 49.7895; 1.49944; 45.9579; 0.618319
74.2572; 13.8805; 62.395; 3.94836; 55.007; 2.22558; 50.5141; 1.55282; 46.6056; 1.12588
74.9939; 14.3831; 63.3209; 4.12886; 55.7895; 2.31128; 51.2107; 1.60594; 47.2283; 1.16024
75.7206; 14.8967; 64.2116; 4.31028; 56.5422; 2.39681; 51.8807; 1.65873; 47.8272; 1.19428
76.4375; 15.4213; 65.0685; 4.49236; 57.2663; 2.4821; 52.5253; 1.71117; 48.4033; 1.22796
76.3949; 15.3896; 63.7061; 4.20637; 56.1286; 2.34943; 51.5196; 1.63007; 47.5097; 1.17611
75.694; 14.8775; 61.7119; 3.82025; 54.4521; 2.16675; 50.0315; 1.51706; 46.1828; 0.620568
74.8429; 14.2786; 59.8139; 3.48574; 52.8538; 2.00584; 48.6116; 1.41655; 44.9156; 0.607896
73.969; 13.6887; 58.0185; 3.1963; 51.3399; 1.86446; 47.2655; 1.32741; 43.7135; 0.595875
73.1033; 13.1283; 56.3186; 2.94445; 49.9048; 1.73965; 45.9886; 1.24805; 42.5724; 0.584464
72.253; 12.6003; 54.708; 2.72416; 48.5435; 1.62898; 44.7764; 1.1771; 41.4884; 0.573625
71.4196; 12.1033; 53.1808; 2.53053; 47.2512; 1.53045; 43.625; 0.67364; 40.4583; 0.563323
70.6029; 11.6354; 51.7317; 2.35954; 46.0238; 1.44239; 42.5306; 0.662696; 39.4786; 0.553526
69.8026; 11.1944; 50.3558; 2.20788; 44.8571; 1.36339; 41.4898; 0.652288; 38.5463; 0.544203
69.0183; 10.7784; 49.0484; 2.07282; 43.7474; 1.29227; 40.4992; 0.642382; 37.6586; 0.535327
68.2495; 10.3856; 47.8052; 1.95206; 42.6914; 1.22803; 39.556; 0.63295; 36.813; 0.52687
67.4958; 10.0145; 46.6223; 1.8437; 41.6856; 0.738946; 38.6573; 0.623963; 36.0069; 0.518809
66.7569; 9.66355; 45.496; 1.74612; 40.7273; 0.729363; 37.8005; 0.615395; 35.2381; 0.511121
66.0324; 9.33135; 44.423; 1.65796; 39.8135; 0.720225; 36.9832; 0.607222; 34.5043; 0.503783
65.3219; 9.01668; 43.3999; 1.57806; 38.9417; 0.711507; 36.203; 0.59942; 33.8037; 0.496777
64.625; 8.71838; 42.4239; 1.50542; 38.1094; 0.703184; 35.4579; 0.591969; 33.1343; 0.490083
63.9416; 8.43538; 41.4923; 1.43921; 37.3144; 0.695234; 34.7459; 0.584849; 32.4944; 0.483684
63.2711; 8.1667; 40.6023; 1.37868; 36.5545; 0.687635; 34.0651; 0.578041; 31.8823; 0.477564
62.6134; 7.91144; 39.7517; 1.3232; 35.8278; 0.680368; 33.4137; 0.571527; 31.2966; 0.471706
61.9681; 7.66874; 38.9382; 0.839732; 35.1323; 0.673413; 32.7902; 0.565292; 30.7357; 0.466097
61.3349; 7.43784; 38.1596; 0.831946; 34.4664; 0.666754; 32.193; 0.55932; 30.1983; 0.460722
61.4012; 7.46171; 39.3622; 1.29856; 35.4881; 0.676971; 33.1057; 0.568447; 31.0169; 0.468908
62.0934; 7.71527; 41.1934; 1.41859; 37.0455; 0.692545; 34.498; 0.58237; 32.2663; 0.481403
62.9434; 8.03851; 42.9671; 1.54542; 38.5529; 0.707619; 35.8448; 0.595838; 33.4743; 0.493483
63.8271; 8.38887; 44.6688; 1.67776; 39.9981; 0.722071; 37.1356; 0.608746; 34.6317; 0.505057
64.711; 8.75466; 46.3013; 1.81535; 41.3836; 0.735926; 38.3726; 0.621116; 35.7404; 0.516144
65.5865; 9.13261; 47.8674; 1.95793; 42.7121; 1.22926; 39.5582; 0.632972; 36.8028; 0.526768
66.4509; 9.52186; 49.3699; 2.10524; 43.986; 1.30724; 40.6947; 0.644337; 37.8209; 0.536949
67.3039; 9.92219; 50.8115; 2.257; 45.2077; 1.38667; 41.7844; 0.655234; 38.7967; 0.546707
68.1454; 10.3336; 52.1949; 2.4129; 46.3796; 1.46739; 42.8294; 0.665684; 39.7323; 0.556063
68.9753; 10.7561; 53.5226; 2.57264; 47.504; 1.54924; 43.8317; 0.675707; 40.6294; 0.565034
69.7939; 11.1897; 54.7971; 2.73591; 48.5828; 1.63208; 44.7932; 1.17806; 41.4899; 0.573639
70.6012; 11.6344; 56.0207; 2.90241; 49.6183; 1.71574; 45.7159; 1.23172; 42.3155; 0.581895
71.3975; 12.0904; 57.1957; 3.07182; 50.6123; 1.80009; 46.6014; 1.28553; 43.1077; 0.589817
72.1828; 12.5576; 58.3242; 3.24383; 51.5668; 1.88499; 47.4516; 1.33939; 43.8681; 0.597421
72.9573; 13.0361; 59.4083; 3.41814; 52.4835; 1.97029; 48.2681; 1.39324; 44.5983; 0.604723
73.7212; 13.5259; 60.45; 3.59444; 53.3642; 2.05588; 49.0523; 1.44701; 45.2996; 0.611736
74.4746; 14.027; 61.4511; 3.77246; 54.2105; 2.14163; 49.8059; 1.50063; 45.9733; 0.618473
75.2177; 14.5393; 62.4137; 3.95191; 55.0241; 2.22742; 50.5302; 1.55403; 46.6208; 1.1267
75.9505; 15.0629; 63.3393; 4.13253; 55.8064; 2.31316; 51.2266; 1.60717; 47.2433; 1.16108
76.6733; 15.5979; 64.2297; 4.31405; 56.5588; 2.39874; 51.8963; 1.65999; 47.8419; 1.19513
77.3861; 16.144; 65.0864; 4.49623; 57.2827; 2.48406; 52.5407; 1.71244; 48.4178; 1.22883
77.3366; 16.1055; 63.7235; 4.20991; 56.1446; 2.35125; 51.5347; 1.63126; 47.524; 1.17692
76.6269; 15.563; 61.7289; 3.82339; 54.4677; 2.16838; 50.0463; 1.51814; 46.1968; 0.620708
75.767; 14.9301; 59.8305; 3.48853; 52.8691; 2.00732; 48.626; 1.41753; 44.9292; 0.608032
74.8843; 14.3072; 58.0346; 3.1988; 51.3548; 1.8658; 47.2796; 1.32832; 43.7268; 0.596008
74.01; 13.7158; 56.3344; 2.9467; 49.9194; 1.74087; 46.0024; 1.24888; 42.5854; 0.584594
73.1514; 13.1589; 54.7234; 2.72619; 48.5578; 1.6301; 44.7899; 1.17787; 41.5012; 0.573752
72.3098; 12.6349; 53.1959; 2.53237; 47.2652; 1.53149; 43.6382; 0.673772; 40.4708; 0.563448
71.485; 12.1416; 51.7465; 2.36122; 46.0374; 1.44334; 42.5436; 0.662825; 39.4908; 0.553648
70.6768; 11.677; 50.3702; 2.20942; 44.8705; 1.36427; 41.5024; 0.652414; 38.5583; 0.544323
69.8847; 11.2388; 49.0625; 2.07423; 43.7605; 1.29308; 40.5117; 0.642507; 37.6704; 0.535444
69.1082; 10.8253; 47.819; 1.95337; 42.7042; 1.22879; 39.5682; 0.633072; 36.8246; 0.526986
68.347; 10.4347; 46.6358; 1.84491; 41.6982; 0.739072; 38.6693; 0.624082; 36.0182; 0.518923
67.6007; 10.0654; 45.5093; 1.74724; 40.7396; 0.729487; 37.8122; 0.615512; 35.2492; 0.511232
66.8689; 9.71594; 44.436; 1.65901; 39.8256; 0.720346; 36.9947; 0.607337; 34.5152; 0.503892
66.1512; 9.38506; 43.4127; 1.57903; 38.9536; 0.711626; 36.2143; 0.599533; 33.8144; 0.496884
65.4474; 9.07149; 42.4365; 1.50633; 38.1211; 0.703301; 35.469; 0.59208; 33.1448; 0.490188
64.757; 8.7741; 41.5045; 1.44006; 37.3258; 0.695348; 34.7567; 0.584957; 32.5047; 0.483787
64.0797; 8.49184; 40.6144; 1.37948; 36.5657; 0.687747; 34.0757; 0.578147; 31.8924; 0.477665
63.4153; 8.22375; 39.7635; 1.32396; 35.8388; 0.680477; 33.4242; 0.571632; 31.3065; 0.471805
62.7634; 7.96893; 38.9497; 0.839847; 35.1431; 0.673521; 32.8004; 0.565394; 30.7454; 0.466194
62.1237; 7.72656; 38.171; 0.83206; 34.477; 0.66686; 32.203; 0.55942; 30.2078; 0.460818
